epoch,time,generator_loss,discriminator_loss
188,2022_08_26_10_20_25,3.8433,-0.2693
189,2022_08_26_10_20_27,8.9760,0.1011
190,2022_08_26_10_20_28,10.7877,0.8774
191,2022_08_26_10_20_30,7.0524,-1.1595
192,2022_08_26_10_20_32,10.6427,-1.2869
193,2022_08_26_10_20_34,7.7642,-1.3312
194,2022_08_26_10_20_36,14.9550,-1.1571
195,2022_08_26_10_20_38,7.0196,-0.0960
196,2022_08_26_10_20_40,8.4427,-0.3270
197,2022_08_26_10_20_42,21.8660,0.1387
198,2022_08_26_10_20_44,9.5329,-1.4911
199,2022_08_26_10_20_46,61.3755,0.2725
200,2022_08_26_10_20_47,8.4016,-1.1443
201,2022_08_26_10_20_49,14.5856,0.1353
202,2022_08_26_10_20_52,-38.5977,-0.4084
203,2022_08_26_10_20_53,6.3208,0.4369
204,2022_08_26_10_20_55,6.1983,0.1561
205,2022_08_26_10_20_57,6.7678,-0.3674
206,2022_08_26_10_20_59,-9.9445,-2.7151
207,2022_08_26_10_21_01,11.1101,-1.9726
208,2022_08_26_10_21_03,-1.9711,-0.6232
209,2022_08_26_10_21_05,42.7702,-1.1417
210,2022_08_26_10_21_07,4.2163,0.7860
211,2022_08_26_10_21_09,17.1607,-0.7338
212,2022_08_26_10_21_11,11.4592,-0.3594
213,2022_08_26_10_21_13,9.6685,-2.7034
214,2022_08_26_10_21_15,66.0036,0.4003
215,2022_08_26_10_21_17,20.0225,1.7119
216,2022_08_26_10_21_19,10.2069,-0.8257
217,2022_08_26_10_21_21,7.6648,-0.9138
218,2022_08_26_10_21_23,8.7883,-2.0000
219,2022_08_26_10_21_25,9.5964,-0.2576
220,2022_08_26_10_21_27,8.4112,-0.4320
221,2022_08_26_10_21_29,4.6333,-0.7913
222,2022_08_26_10_21_31,-22.2182,-2.2438
223,2022_08_26_10_21_33,14.8984,-1.2057
224,2022_08_26_10_21_35,11.3561,0.0825
225,2022_08_26_10_21_37,10.9114,0.0364
226,2022_08_26_10_21_39,13.4459,0.4962
227,2022_08_26_10_21_41,30.2336,0.8823
228,2022_08_26_10_21_43,39.7522,-0.7028
229,2022_08_26_10_21_44,18.1880,-1.6459
230,2022_08_26_10_21_46,12.5937,-0.9046
231,2022_08_26_10_21_48,13.8594,-0.4542
232,2022_08_26_10_21_50,14.0729,-0.3184
233,2022_08_26_10_21_52,11.7735,0.8559
234,2022_08_26_10_21_54,12.3173,-0.2430
235,2022_08_26_10_21_56,11.8968,-0.3553
236,2022_08_26_10_21_58,11.9615,-1.0523
237,2022_08_26_10_22_00,13.8795,-0.8062
238,2022_08_26_10_22_01,13.5286,-1.1148
239,2022_08_26_10_22_03,12.8867,-1.4627
240,2022_08_26_10_22_05,13.3063,-1.2747
241,2022_08_26_10_22_07,12.3803,-1.1951
242,2022_08_26_10_22_09,12.0720,0.7457
243,2022_08_26_10_22_11,12.9561,-1.4712
244,2022_08_26_10_22_13,11.6321,0.6329
245,2022_08_26_10_22_15,11.2766,-2.8098
246,2022_08_26_10_22_16,12.3214,-1.3967
247,2022_08_26_10_22_18,11.6469,-0.3165
248,2022_08_26_10_22_20,12.6541,-0.7066
249,2022_08_26_10_22_22,11.3392,1.7009
250,2022_08_26_10_22_24,10.5502,1.1316
251,2022_08_26_10_22_26,11.2126,2.3587
252,2022_08_26_10_22_28,11.6620,1.4231
253,2022_08_26_10_22_30,11.1421,-3.2718
254,2022_08_26_10_22_31,12.0796,-0.3783
255,2022_08_26_10_22_33,9.6317,-1.2155
256,2022_08_26_10_22_35,9.2593,-0.2280
257,2022_08_26_10_22_37,9.2536,-0.6794
258,2022_08_26_10_22_39,10.9817,1.0288
259,2022_08_26_10_22_41,8.8970,-2.6467
260,2022_08_26_10_22_43,8.9051,-2.2218
261,2022_08_26_10_22_45,9.6589,0.0971
262,2022_08_26_10_22_47,9.0592,-0.7610
263,2022_08_26_10_22_49,10.4217,1.4767
264,2022_08_26_10_22_51,12.4708,-1.8285
265,2022_08_26_10_22_53,11.7924,-0.7019
266,2022_08_26_10_22_55,9.5883,-0.8730
267,2022_08_26_10_22_57,9.2308,0.8551
268,2022_08_26_10_22_59,11.2819,-2.4189
269,2022_08_26_10_23_01,10.5804,0.4030
270,2022_08_26_10_23_03,11.7248,-0.0564
