epoch,time,generator_loss,discriminator_loss
121,2022_08_12_15_50_28,-4.6225,3.0664
122,2022_08_12_15_50_50,-7.0764,1.4888
123,2022_08_12_15_51_07,-6.0721,0.2498
124,2022_08_12_15_51_31,-6.5235,0.3282
125,2022_08_12_15_51_50,-6.3657,1.1899
126,2022_08_12_15_52_10,-7.2595,-0.8078
127,2022_08_12_15_52_27,-9.4606,-0.7455
128,2022_08_12_15_52_45,-6.3470,3.6006
129,2022_08_12_15_53_02,-3.4892,-2.5208
130,2022_08_12_15_53_33,-4.1461,2.7336
131,2022_08_12_15_53_51,-4.2486,-3.2167
132,2022_08_12_15_54_08,-5.0363,-1.0374
133,2022_08_12_15_54_25,-2.7687,-3.2957
134,2022_08_12_15_54_43,-3.1848,-2.4674
135,2022_08_12_15_55_21,-9.0553,-2.2935
136,2022_08_12_15_55_38,-8.1152,-2.5762
137,2022_08_12_15_55_56,-9.7132,0.6716
138,2022_08_12_15_56_13,-11.4592,0.2460
139,2022_08_12_15_56_30,-8.6963,-0.9512
140,2022_08_12_15_56_47,-5.7294,-1.6724
141,2022_08_12_15_57_04,-6.2301,-1.5625
142,2022_08_12_15_57_21,-11.9506,-3.7185
143,2022_08_12_15_57_38,-8.1252,1.5369
144,2022_08_12_15_57_55,-8.8991,1.1789
145,2022_08_12_15_58_12,-9.4672,2.4809
146,2022_08_12_15_58_30,-8.6342,-2.0711
147,2022_08_12_15_58_47,-10.9082,-3.8887
148,2022_08_12_15_59_04,-8.8274,-3.4277
149,2022_08_12_15_59_21,-5.7332,-1.0382
150,2022_08_12_15_59_38,-6.0563,0.5718
151,2022_08_12_15_59_56,-10.1573,0.7121
152,2022_08_12_16_00_14,-11.2076,2.1179
153,2022_08_12_16_00_30,-7.8766,1.4630
154,2022_08_12_16_00_47,-5.1220,0.5321
155,2022_08_12_16_01_04,-6.8629,-2.0786
156,2022_08_12_16_01_36,-8.3421,-2.3701
157,2022_08_12_16_01_54,-4.3793,-5.1865
158,2022_08_12_16_02_11,-5.3048,-2.6276
159,2022_08_12_16_02_27,-9.5459,-3.1565
160,2022_08_12_16_02_44,-3.2290,-1.0994
161,2022_08_12_16_03_01,-8.7068,2.3579
162,2022_08_12_16_03_19,-5.9933,1.1763
163,2022_08_12_16_03_38,-11.8549,-4.6761
164,2022_08_12_16_03_55,-8.1216,-3.4646
165,2022_08_12_16_04_12,-6.0415,0.0329
166,2022_08_12_16_04_29,-9.0194,-4.5138
167,2022_08_12_16_04_47,-9.2735,0.0359
168,2022_08_12_16_05_04,-5.7136,2.0993
169,2022_08_12_16_05_25,-7.4843,-0.4450
170,2022_08_12_16_05_41,-6.8006,-3.1172
171,2022_08_12_16_05_58,-6.7740,-1.9789
172,2022_08_12_16_06_15,-5.6506,4.6152
173,2022_08_12_16_06_32,-5.4606,0.3586
174,2022_08_12_16_06_47,-5.0254,1.7321
175,2022_08_12_16_07_04,-0.1473,-1.1301
176,2022_08_12_16_07_20,-2.4505,0.9491
177,2022_08_12_16_07_37,-2.7482,-2.7738
178,2022_08_12_16_07_53,-1.6470,-0.0846
179,2022_08_12_16_08_11,-1.7451,-0.6170
180,2022_08_12_16_08_28,-5.0301,-0.8419
181,2022_08_12_16_08_45,-2.3756,0.3443
182,2022_08_12_16_09_02,-7.7449,2.9575
183,2022_08_12_16_09_19,-6.5692,-0.0367
184,2022_08_12_16_09_35,-7.0563,0.5467
185,2022_08_12_16_09_55,-4.8180,-1.0793
186,2022_08_12_16_10_11,-3.2170,1.7247
187,2022_08_12_16_10_28,-6.4951,0.5022
188,2022_08_12_16_10_44,-4.9704,-1.2252
189,2022_08_12_16_11_01,-6.2356,-0.7662
190,2022_08_12_16_11_17,-5.7513,-3.7705
191,2022_08_12_16_11_33,-4.5100,-4.6712
192,2022_08_12_16_11_49,-2.3031,-4.5525
193,2022_08_12_16_12_11,-1.2492,2.6406
194,2022_08_12_16_12_28,-5.0228,0.9028
195,2022_08_12_16_12_45,-4.1431,1.3553
196,2022_08_12_16_13_01,-1.8262,0.5614
197,2022_08_12_16_13_21,-3.7730,-3.4429
198,2022_08_12_16_13_37,-6.4927,-0.3296
199,2022_08_12_16_13_54,-5.4266,-2.3561
200,2022_08_12_16_14_11,-2.6870,2.2401
201,2022_08_12_16_14_29,-6.7521,0.5915
202,2022_08_12_16_14_45,-4.3818,-3.0313
203,2022_08_12_16_15_02,-2.0192,1.2691
204,2022_08_12_16_15_18,-2.2635,-2.2471
205,2022_08_12_16_15_35,-3.7842,-1.2792
206,2022_08_12_16_15_52,-8.5141,-1.3151
207,2022_08_12_16_16_08,-3.4563,0.8293
208,2022_08_12_16_16_25,-5.3561,-1.1672
209,2022_08_12_16_16_41,-4.0905,-4.8558
210,2022_08_12_16_16_58,-5.3433,0.0255
211,2022_08_12_16_17_14,-5.2783,3.0796
212,2022_08_12_16_17_30,-0.1071,3.8831
213,2022_08_12_16_17_46,-4.0169,2.2920
214,2022_08_12_16_18_02,-0.1114,0.8282
215,2022_08_12_16_18_19,-0.7615,-0.3465
216,2022_08_12_16_18_36,4.4391,2.6238
217,2022_08_12_16_18_53,0.9609,-1.0921
218,2022_08_12_16_19_10,0.8929,0.2480
219,2022_08_12_16_19_28,-2.9453,2.4376
220,2022_08_12_16_19_44,-4.3512,-0.1774
221,2022_08_12_16_20_09,-1.6862,-0.6396
222,2022_08_12_16_20_26,-3.3516,1.2243
223,2022_08_12_16_20_42,-5.4487,0.7832
224,2022_08_12_16_20_58,-3.6847,-0.0895
225,2022_08_12_16_21_15,-6.0563,-2.6951
226,2022_08_12_16_21_31,-2.1344,-2.1807
227,2022_08_12_16_21_49,-3.5027,2.8539
228,2022_08_12_16_22_05,-3.1323,-1.0023
229,2022_08_12_16_22_23,-6.1262,-4.1057
230,2022_08_12_16_22_40,-8.3468,-1.6953
231,2022_08_12_16_22_57,-6.6076,-0.1567
232,2022_08_12_16_23_12,-6.3277,-4.3823
233,2022_08_12_16_23_29,-6.2969,-1.4039
234,2022_08_12_16_23_45,-2.4510,-1.3854
235,2022_08_12_16_24_01,-3.8366,-0.8916
236,2022_08_12_16_24_18,-0.7769,0.9007
237,2022_08_12_16_24_34,-2.8981,4.9575
238,2022_08_12_16_24_50,-3.0430,2.8388
239,2022_08_12_16_25_06,1.7496,-3.1183
240,2022_08_12_16_25_22,1.5577,1.2084
241,2022_08_12_16_25_38,3.9118,3.1541
242,2022_08_12_16_25_54,-0.5477,-1.4616
243,2022_08_12_16_26_11,2.7044,-2.6772
244,2022_08_12_16_26_28,0.1396,-4.7613
245,2022_08_12_16_26_45,-2.8492,2.7477
246,2022_08_12_16_27_01,-1.5665,1.7146
247,2022_08_12_16_27_18,-1.9032,-0.8029
248,2022_08_12_16_27_34,-5.0645,0.0472
249,2022_08_12_16_27_50,-7.1867,0.5001
250,2022_08_12_16_28_06,-5.6596,-1.7003
251,2022_08_12_16_28_23,-6.7987,6.5187
252,2022_08_12_16_28_40,-5.1548,-1.6196
