epoch,time,generator_loss,discriminator_loss
124,2022_08_16_09_57_08,15.3135,-2.2379
125,2022_08_16_09_57_10,16.8169,0.4038
126,2022_08_16_09_57_12,8.9455,1.2092
127,2022_08_16_09_57_14,11.8085,0.9975
128,2022_08_16_09_57_16,12.0514,-0.7061
129,2022_08_16_09_57_18,13.0334,-0.0372
130,2022_08_16_09_57_21,16.7950,0.6403
131,2022_08_16_09_57_23,18.1465,-1.2101
132,2022_08_16_09_57_25,-19.3957,-0.3639
133,2022_08_16_09_57_27,7.2709,0.1426
134,2022_08_16_09_57_29,12.9594,-0.0250
135,2022_08_16_09_57_31,13.5701,0.0645
136,2022_08_16_09_57_33,11.8567,0.6044
137,2022_08_16_09_57_35,20.9685,0.3997
138,2022_08_16_09_57_37,-61.8877,-0.4144
139,2022_08_16_09_57_39,3.0202,-0.8652
140,2022_08_16_09_57_41,7.5687,0.8601
141,2022_08_16_09_57_43,15.4741,-0.3124
142,2022_08_16_09_57_45,12.5840,-0.6179
143,2022_08_16_09_57_47,13.8785,0.4909
144,2022_08_16_09_57_49,12.1885,0.5263
145,2022_08_16_09_57_51,13.0310,0.0339
146,2022_08_16_09_57_53,-3.4504,-1.1076
147,2022_08_16_09_57_55,50.6364,-1.5860
148,2022_08_16_09_57_57,14.5369,0.1417
149,2022_08_16_09_57_59,15.3710,0.2645
150,2022_08_16_09_58_01,15.8267,-0.3780
151,2022_08_16_09_58_03,15.5984,0.1347
152,2022_08_16_09_58_05,16.6405,-0.8685
153,2022_08_16_09_58_08,16.9350,-1.5856
154,2022_08_16_09_58_10,19.0891,-1.5924
155,2022_08_16_09_58_13,16.5910,-2.2954
156,2022_08_16_09_58_15,35.1653,-0.7287
157,2022_08_16_09_58_17,25.9050,-0.4686
158,2022_08_16_09_58_20,10.7738,-1.1050
159,2022_08_16_09_58_22,14.8239,0.9898
160,2022_08_16_09_58_24,-48.9207,0.4995
161,2022_08_16_09_58_26,12.6935,0.1940
162,2022_08_16_09_58_29,50.8150,-0.2346
163,2022_08_16_09_58_31,17.6998,0.7256
164,2022_08_16_09_58_33,16.4370,0.8670
165,2022_08_16_09_58_36,16.9671,-0.5575
166,2022_08_16_09_58_38,16.1312,-0.0853
167,2022_08_16_09_58_40,3.3065,-0.7344
168,2022_08_16_09_58_43,14.5066,-0.8529
169,2022_08_16_09_58_45,15.3025,0.2093
170,2022_08_16_09_58_47,15.7523,0.0532
171,2022_08_16_09_58_50,14.6151,1.6548
172,2022_08_16_09_58_52,13.4808,0.4410
173,2022_08_16_09_58_54,12.6146,1.0921
174,2022_08_16_09_58_56,13.4013,-0.7367
175,2022_08_16_09_59_00,13.4287,-0.4333
176,2022_08_16_09_59_03,10.9487,0.2710
177,2022_08_16_09_59_05,12.0171,0.7450
178,2022_08_16_09_59_07,14.3060,-0.6553
179,2022_08_16_09_59_09,13.6324,-0.6798
180,2022_08_16_09_59_12,12.0734,0.4985
181,2022_08_16_09_59_14,13.5989,-1.7123
182,2022_08_16_09_59_16,13.2673,0.8076
183,2022_08_16_09_59_19,12.7150,-2.6659
184,2022_08_16_09_59_22,13.8551,-0.4782
185,2022_08_16_09_59_24,13.4097,-0.6136
186,2022_08_16_09_59_27,12.5252,-1.0577
187,2022_08_16_09_59_29,13.5650,1.9279
